"district","year","week","total_suspected"
"Kikuube District",2022,14,1699
"Kikuube District",2022,15,3949
"Kikuube District",2022,16,4207
"Kikuube District",2022,17,6086
"Kikuube District",2022,18,6065
"Kikuube District",2022,19,7067
"Kikuube District",2022,2,1843
"Kikuube District",2022,25,5443
"Kikuube District",2022,26,6792
"Kikuube District",2022,27,4925
"Kikuube District",2022,29,5351
"Kikuube District",2022,3,2934
"Kikuube District",2022,30,4550
"Kikuube District",2022,31,3670
"Kikuube District",2022,33,3889
"Kikuube District",2022,35,3148
"Kikuube District",2022,36,3158
"Kikuube District",2022,37,3570
"Kikuube District",2022,38,4514
"Kikuube District",2022,39,2363
"Kikuube District",2022,4,1937
"Kikuube District",2022,40,2762
"Kikuube District",2022,41,3723
"Kikuube District",2022,42,3186
"Kikuube District",2022,43,2522
"Kikuube District",2022,44,5027
"Kikuube District",2022,45,3211
"Kikuube District",2022,46,3733
"Kikuube District",2022,47,3204
"Kikuube District",2022,48,4807
"Kikuube District",2022,49,2318
"Kikuube District",2022,5,2878
"Kikuube District",2022,50,2320
"Kikuube District",2022,51,1433
"Kikuube District",2022,52,1172
"Kikuube District",2022,7,3391
"Kikuube District",2022,8,5397
"Kikuube District",2023,1,4386
"Kagadi District",2022,12,1470
"Kagadi District",2022,15,1225
"Kagadi District",2022,18,3241
"Kagadi District",2022,19,2492
"Kagadi District",2022,25,2356
"Kagadi District",2022,26,2024
"Kagadi District",2022,27,3593
"Kagadi District",2022,28,2924
"Kagadi District",2022,29,4030
"Kagadi District",2022,30,2783
"Kagadi District",2022,31,2200
"Kagadi District",2022,32,491
"Kagadi District",2022,34,1518
"Kagadi District",2022,36,1313
"Kagadi District",2022,40,3039
"Kagadi District",2022,41,3288
"Kagadi District",2022,42,2087
"Kagadi District",2022,43,3085
"Kagadi District",2022,44,1762
"Kagadi District",2022,45,1185
"Kagadi District",2022,48,701
"Kagadi District",2022,49,975
"Kagadi District",2022,5,2935
"Kagadi District",2022,50,358
"Kagadi District",2022,51,225
"Kagadi District",2022,52,402
"Kagadi District",2022,6,2361
"Kagadi District",2022,7,2418
"Kagadi District",2022,8,2877
"Kyotera District",2022,1,7048
"Kyotera District",2022,10,3543
"Kyotera District",2022,11,3354
"Kyotera District",2022,12,3639
"Kyotera District",2022,13,3713
"Kyotera District",2022,14,4147
"Kyotera District",2022,15,3512
"Kyotera District",2022,16,3680
"Kyotera District",2022,17,4371
"Kyotera District",2022,18,4837
"Kyotera District",2022,19,4927
"Kyotera District",2022,2,5319
"Kyotera District",2022,20,5066
"Kyotera District",2022,21,5354
"Kyotera District",2022,22,4652
"Kyotera District",2022,23,5627
"Kyotera District",2022,24,5595
"Kyotera District",2022,25,6045
"Kyotera District",2022,26,6476
"Kyotera District",2022,27,6052
"Kyotera District",2022,28,5155
"Kyotera District",2022,29,4869
"Kyotera District",2022,3,4829
"Kyotera District",2022,30,3831
"Kyotera District",2022,31,3271
"Kyotera District",2022,32,3384
"Kyotera District",2022,33,3214
"Kyotera District",2022,34,2740
"Kyotera District",2022,35,2391
"Kyotera District",2022,36,2166
"Kyotera District",2022,37,2485
"Kyotera District",2022,38,2964
"Kyotera District",2022,39,3738
"Kyotera District",2022,4,4309
"Kyotera District",2022,40,3765
"Kyotera District",2022,41,4104
"Kyotera District",2022,42,4088
"Kyotera District",2022,43,4478
"Kyotera District",2022,44,3838
"Kyotera District",2022,45,4715
"Kyotera District",2022,46,3830
"Kyotera District",2022,47,3832
"Kyotera District",2022,48,3769
"Kyotera District",2022,49,3102
"Kyotera District",2022,5,4595
"Kyotera District",2022,50,4169
"Kyotera District",2022,52,3469
"Kyotera District",2022,6,3930
"Kyotera District",2022,7,3781
"Kyotera District",2022,8,3746
"Kyotera District",2022,9,3884
"Kyotera District",2023,1,5521
"Buvuma District",2022,1,1430
"Buvuma District",2022,10,1219
"Buvuma District",2022,11,1403
"Buvuma District",2022,12,1479
"Buvuma District",2022,14,1228
"Buvuma District",2022,16,1219
"Buvuma District",2022,17,1157
"Buvuma District",2022,18,1093
"Buvuma District",2022,19,1019
"Buvuma District",2022,2,1027
"Buvuma District",2022,20,398
"Buvuma District",2022,22,1042
"Buvuma District",2022,23,1684
"Buvuma District",2022,24,1674
"Buvuma District",2022,25,1440
"Buvuma District",2022,26,1312
"Buvuma District",2022,27,1159
"Buvuma District",2022,28,1256
"Buvuma District",2022,29,1358
"Buvuma District",2022,3,633
"Buvuma District",2022,30,736
"Buvuma District",2022,31,883
"Buvuma District",2022,32,991
"Buvuma District",2022,33,856
"Buvuma District",2022,34,844
"Buvuma District",2022,35,665
"Buvuma District",2022,36,1289
"Buvuma District",2022,37,875
"Buvuma District",2022,38,1068
"Buvuma District",2022,39,1001
"Buvuma District",2022,40,873
"Buvuma District",2022,42,897
"Buvuma District",2022,43,882
"Buvuma District",2022,44,758
"Buvuma District",2022,45,653
"Buvuma District",2022,47,1000
"Buvuma District",2022,48,1121
"Buvuma District",2022,49,981
"Buvuma District",2022,5,727
"Buvuma District",2022,50,996
"Buvuma District",2022,51,628
"Buvuma District",2022,52,841
"Buvuma District",2022,6,898
"Buvuma District",2022,7,1206
"Buvuma District",2022,8,1073
"Buvuma District",2022,9,1056
"Buvuma District",2023,1,1150
"Kampala District",2022,23,18124
"Kampala District",2022,24,20203
"Kampala District",2022,25,20635
"Kampala District",2022,27,18087
"Kampala District",2022,31,15180
"Kampala District",2022,35,15217
"Kampala District",2022,38,14146
"Masindi District",2022,29,4223
"Masindi District",2022,30,3438
"Masindi District",2022,32,1506
"Masindi District",2022,33,2541
"Masindi District",2022,34,2424
"Masindi District",2022,35,2078
"Masindi District",2022,36,2170
"Masindi District",2022,38,2357
"Masindi District",2022,39,2442
"Masindi District",2022,40,2574
"Masindi District",2022,42,2608
"Masindi District",2022,43,2595
"Masindi District",2022,44,2318
"Masindi District",2022,46,1206
"Masindi District",2022,47,1251
"Masindi District",2022,49,1464
"Masindi District",2023,1,1228
"Amuru District",2022,10,2942
"Amuru District",2022,12,3548
"Amuru District",2022,15,4615
"Amuru District",2022,16,4094
"Amuru District",2022,17,4392
"Amuru District",2022,18,4785
"Amuru District",2022,19,5524
"Amuru District",2022,2,1428
"Amuru District",2022,20,5369
"Amuru District",2022,21,4553
"Amuru District",2022,23,5337
"Amuru District",2022,24,6021
"Amuru District",2022,25,5556
"Amuru District",2022,26,4954
"Amuru District",2022,27,4177
"Amuru District",2022,3,1858
"Amuru District",2022,31,4338
"Amuru District",2022,33,3992
"Amuru District",2022,34,3225
"Amuru District",2022,35,3307
"Amuru District",2022,37,3080
"Amuru District",2022,38,3052
"Amuru District",2022,39,2630
"Amuru District",2022,4,1907
"Amuru District",2022,41,2386
"Amuru District",2022,43,6549
"Amuru District",2022,45,3190
"Amuru District",2022,49,1827
"Amuru District",2022,50,989
"Amuru District",2022,52,1015
"Amuru District",2023,1,555
"Alebtong District",2022,1,1277
"Alebtong District",2022,10,4242
"Alebtong District",2022,11,4586
"Alebtong District",2022,12,3838
"Alebtong District",2022,13,2468
"Alebtong District",2022,14,2779
"Alebtong District",2022,15,2294
"Alebtong District",2022,16,2299
"Alebtong District",2022,17,2741
"Alebtong District",2022,18,2820
"Alebtong District",2022,19,3762
"Alebtong District",2022,2,1158
"Alebtong District",2022,20,3566
"Alebtong District",2022,21,3711
"Alebtong District",2022,22,3352
"Alebtong District",2022,23,5119
"Alebtong District",2022,24,5595
"Alebtong District",2022,25,3609
"Alebtong District",2022,26,3236
"Alebtong District",2022,27,3137
"Alebtong District",2022,28,3450
"Alebtong District",2022,29,6727
"Alebtong District",2022,3,1301
"Alebtong District",2022,30,7195
"Alebtong District",2022,31,4310
"Alebtong District",2022,32,4526
"Alebtong District",2022,33,3329
"Alebtong District",2022,34,3565
"Alebtong District",2022,35,3594
"Alebtong District",2022,36,3330
"Alebtong District",2022,37,3000
"Alebtong District",2022,38,4065
"Alebtong District",2022,39,3815
"Alebtong District",2022,4,1280
"Alebtong District",2022,40,3229
"Alebtong District",2022,41,3432
"Alebtong District",2022,42,3840
"Alebtong District",2022,43,6224
"Alebtong District",2022,44,4802
"Alebtong District",2022,45,4912
"Alebtong District",2022,46,2858
"Alebtong District",2022,47,2518
"Alebtong District",2022,48,3201
"Alebtong District",2022,49,2725
"Alebtong District",2022,5,1269
"Alebtong District",2022,50,2072
"Alebtong District",2022,51,1761
"Alebtong District",2022,52,1458
"Alebtong District",2022,6,1091
"Alebtong District",2022,7,1610
"Alebtong District",2022,8,4821
"Alebtong District",2022,9,4853
"Alebtong District",2023,1,1425
"Kisoro District",2022,10,1137
"Kisoro District",2022,11,1000
"Kisoro District",2022,12,1004
"Kisoro District",2022,16,1201
"Kisoro District",2022,17,1140
"Kisoro District",2022,18,1066
"Kisoro District",2022,19,1434
"Kisoro District",2022,20,1187
"Kisoro District",2022,23,1541
"Kisoro District",2022,24,1542
"Kisoro District",2022,25,1543
"Kisoro District",2022,26,1905
"Kisoro District",2022,27,777
"Kisoro District",2022,28,1653
"Kisoro District",2022,29,1653
"Kisoro District",2022,30,1281
"Kisoro District",2022,31,1158
"Kisoro District",2022,32,874
"Kisoro District",2022,33,886
"Kisoro District",2022,34,792
"Kisoro District",2022,35,813
"Kisoro District",2022,36,960
"Kisoro District",2022,37,1032
"Kisoro District",2022,38,1066
"Kisoro District",2022,39,1284
"Kisoro District",2022,4,1308
"Kisoro District",2022,40,1020
"Kisoro District",2022,41,924
"Kisoro District",2022,42,981
"Kisoro District",2022,43,1340
"Kisoro District",2022,44,1135
"Kisoro District",2022,45,1251
"Kisoro District",2022,46,334
"Kisoro District",2022,48,1363
"Kisoro District",2022,49,888
"Kisoro District",2022,5,1015
"Kisoro District",2022,50,1165
"Kisoro District",2022,51,1154
"Kisoro District",2022,9,1219
"Kisoro District",2023,1,818
"Kampala District",2022,1,9748
"Kampala District",2022,10,14475
"Kampala District",2022,11,16510
"Kampala District",2022,12,17396
"Kampala District",2022,13,12756
"Kampala District",2022,14,11935
"Kampala District",2022,15,11722
"Kampala District",2022,16,11872
"Kampala District",2022,17,11868
"Kampala District",2022,18,16562
"Kampala District",2022,19,12361
"Kampala District",2022,2,8581
"Kampala District",2022,20,10678
"Kampala District",2022,21,14602
"Kampala District",2022,22,15010
"Kampala District",2022,3,6791
"Kampala District",2022,30,16572
"Kampala District",2022,4,7844
"Kampala District",2022,5,9280
"Kampala District",2022,6,7657
"Kampala District",2022,7,8864
"Kampala District",2022,8,12257
"Kampala District",2022,9,13837
"Arua City",2022,1,1324
"Arua City",2022,10,1087
"Arua City",2022,11,1742
"Arua City",2022,12,1854
"Arua City",2022,13,1195
"Arua City",2022,14,1154
"Arua City",2022,15,746
"Arua City",2022,16,1373
"Arua City",2022,17,992
"Arua City",2022,18,1216
"Arua City",2022,19,1515
"Arua City",2022,2,1007
"Arua City",2022,20,503
"Arua City",2022,25,640
"Arua City",2022,26,1022
"Arua City",2022,27,774
"Arua City",2022,29,803
"Arua City",2022,3,1129
"Arua City",2022,32,971
"Arua City",2022,33,1291
"Arua City",2022,34,1351
"Arua City",2022,35,2183
"Arua City",2022,37,2066
"Arua City",2022,38,2996
"Arua City",2022,39,2932
"Arua City",2022,4,1134
"Arua City",2022,40,1960
"Arua City",2022,41,1864
"Arua City",2022,43,2210
"Arua City",2022,44,1596
"Arua City",2022,45,2467
"Arua City",2022,46,1709
"Arua City",2022,48,2131
"Arua City",2022,49,1646
"Arua City",2022,5,1561
"Arua City",2022,52,1268
"Arua City",2022,8,1371
"Arua City",2022,9,954
"Arua City",2023,1,1414
"Kyotera District",2022,51,4047
"Pader District",2022,10,4245
"Pader District",2022,16,3990
"Pader District",2022,17,4646
"Pader District",2022,18,6420
"Pader District",2022,2,2415
"Pader District",2022,21,4635
"Pader District",2022,22,5221
"Pader District",2022,23,7390
"Pader District",2022,24,8035
"Pader District",2022,25,6783
"Pader District",2022,26,5106
"Pader District",2022,27,4009
"Pader District",2022,28,5395
"Pader District",2022,29,8142
"Pader District",2022,30,8785
"Pader District",2022,31,5694
"Pader District",2022,32,7282
"Pader District",2022,34,5680
"Pader District",2022,35,5233
"Pader District",2022,36,4172
"Pader District",2022,37,4739
"Pader District",2022,38,8099
"Pader District",2022,39,8203
"Pader District",2022,4,2899
"Pader District",2022,40,9413
"Pader District",2022,41,8206
"Pader District",2022,42,10555
"Pader District",2022,43,9088
"Pader District",2022,44,7182
"Pader District",2022,45,6040
"Pader District",2022,46,3273
"Pader District",2022,47,4086
"Pader District",2022,48,6163
"Pader District",2022,49,5102
"Pader District",2022,5,2624
"Pader District",2022,6,2364
"Pader District",2022,7,1931
"Pader District",2022,8,4951
"Kwania District",2022,10,2849
"Kwania District",2022,11,2723
"Kwania District",2022,12,2531
"Kwania District",2022,13,1812
"Kwania District",2022,14,1831
"Kwania District",2022,15,1797
"Kwania District",2022,17,2528
"Kwania District",2022,18,2834
"Kwania District",2022,19,3029
"Kwania District",2022,2,1467
"Kwania District",2022,20,2485
"Kwania District",2022,27,2274
"Kwania District",2022,28,4142
"Kwania District",2022,29,5001
"Kwania District",2022,3,1265
"Kwania District",2022,30,3507
"Kwania District",2022,31,2979
"Kwania District",2022,33,2235
"Kwania District",2022,35,2096
"Kwania District",2022,36,2021
"Kwania District",2022,37,1972
"Kwania District",2022,38,2016
"Kwania District",2022,39,2051
"Kwania District",2022,40,1414
"Kwania District",2022,41,1758
"Kwania District",2022,42,4098
"Kwania District",2022,44,4887
"Kwania District",2022,45,3655
"Kwania District",2022,46,2293
"Kwania District",2022,47,1912
"Kwania District",2022,48,1646
"Kwania District",2022,49,1735
"Kwania District",2022,5,1435
"Kwania District",2022,51,1060
"Kwania District",2022,52,697
"Kwania District",2022,7,1212
"Kwania District",2022,8,3393
"Kwania District",2022,9,3373
"Isingiro District",2022,1,13224
"Isingiro District",2022,10,9127
"Isingiro District",2022,11,8895
"Isingiro District",2022,12,6887
"Isingiro District",2022,13,2380
"Isingiro District",2022,14,4142
"Isingiro District",2022,15,6995
"Isingiro District",2022,16,9139
"Isingiro District",2022,17,9111
"Isingiro District",2022,18,9032
"Isingiro District",2022,19,6440
"Isingiro District",2022,2,10433
"Isingiro District",2022,20,4636
"Isingiro District",2022,21,7102
"Isingiro District",2022,23,8618
"Isingiro District",2022,24,9007
"Isingiro District",2022,26,11672
"Isingiro District",2022,27,10001
"Isingiro District",2022,28,10215
"Isingiro District",2022,29,9516
"Isingiro District",2022,3,10164
"Isingiro District",2022,30,8195
"Isingiro District",2022,32,3754
"Isingiro District",2022,33,4574
"Isingiro District",2022,34,4723
"Isingiro District",2022,35,4165
"Isingiro District",2022,36,3937
"Isingiro District",2022,37,3382
"Isingiro District",2022,38,4378
"Isingiro District",2022,39,5690
"Isingiro District",2022,4,10541
"Isingiro District",2022,40,5972
"Isingiro District",2022,42,4653
"Isingiro District",2022,43,5409
"Isingiro District",2022,44,5992
"Isingiro District",2022,47,5287
"Isingiro District",2022,48,6933
"Isingiro District",2022,49,5626
"Isingiro District",2022,5,10811
"Isingiro District",2022,51,5007
"Isingiro District",2022,52,5982
"Isingiro District",2022,6,10959
"Isingiro District",2022,7,10109
"Isingiro District",2022,8,8446
"Isingiro District",2022,9,7337
"Isingiro District",2023,1,7963
"Isingiro District",2022,25,10204
"Isingiro District",2022,31,5428
"Isingiro District",2022,45,6357
"Agago District",2022,1,4499
"Agago District",2022,10,5765
"Agago District",2022,11,3964
"Agago District",2022,12,3984
"Agago District",2022,13,4217
"Agago District",2022,14,4319
"Agago District",2022,15,4593
"Agago District",2022,16,3750
"Agago District",2022,17,4672
"Agago District",2022,18,6420
"Agago District",2022,19,8773
"Agago District",2022,20,8188
"Agago District",2022,21,7832
"Agago District",2022,22,6248
"Agago District",2022,23,7116
"Agago District",2022,25,4729
"Agago District",2022,26,6823
"Agago District",2022,27,6026
"Agago District",2022,28,7779
"Agago District",2022,29,8336
"Agago District",2022,31,7511
"Agago District",2022,32,6132
"Agago District",2022,33,8518
"Agago District",2022,34,7766
"Agago District",2022,35,7722
"Agago District",2022,36,7466
"Agago District",2022,37,6946
"Agago District",2022,38,8823
"Agago District",2022,39,9551
"Agago District",2022,40,9158
"Agago District",2022,41,10500
"Agago District",2022,42,11671
"Agago District",2022,43,14070
"Agago District",2022,44,8425
"Agago District",2022,45,7073
"Agago District",2022,46,4833
"Agago District",2022,47,4304
"Agago District",2022,48,3996
"Agago District",2022,49,3674
"Agago District",2022,50,4363
"Agago District",2022,51,3464
"Agago District",2022,52,4168
"Agago District",2022,7,4767
"Agago District",2022,8,7347
"Agago District",2022,9,6474
"Agago District",2023,1,3338
"Masindi District",2022,1,1668
"Masindi District",2022,10,1592
"Masindi District",2022,11,1366
"Masindi District",2022,12,1166
