periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01a. Malaria (diagnosed)  - Cases
2022W46,W46 2022,2022W46,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,747.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,854.0
2022W46,W46 2022,2022W46,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,913.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,699.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,63.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,873.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,2253.0
2022W46,W46 2022,2022W46,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,905.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,2277.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,1085.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,3195.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,1832.0
2022W46,W46 2022,2022W46,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,821.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,1850.0
2022W46,W46 2022,2022W46,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,2197.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,23.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,131.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,85.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,295.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,69.0
2022W46,W46 2022,2022W46,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,1411.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,714.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,63.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,247.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,670.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,937.0
2022W46,W46 2022,2022W46,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,2574.0
2022W46,W46 2022,2022W46,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,3690.0
2022W46,W46 2022,2022W46,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,4174.0
2022W46,W46 2022,2022W46,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,4150.0
2022W46,W46 2022,2022W46,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,862.0
