"district","year","week","total_cases"
"Kyotera District",2022,34,1363
"Kyotera District",2022,35,1302
"Kyotera District",2022,36,1138
"Kyotera District",2022,37,1294
"Kyotera District",2022,38,1552
"Kyotera District",2022,39,1843
"Kyotera District",2022,4,2797
"Kyotera District",2022,40,2145
"Kyotera District",2022,41,2236
"Kyotera District",2022,42,2308
"Kyotera District",2022,43,2735
"Kyotera District",2022,44,2412
"Kyotera District",2022,45,3000
"Kyotera District",2022,46,2202
"Kyotera District",2022,47,2376
"Kyotera District",2022,48,2376
"Kyotera District",2022,49,1957
"Kyotera District",2022,5,2999
"Kyotera District",2022,50,2624
"Kyotera District",2022,52,2187
"Kyotera District",2022,6,2525
"Kyotera District",2022,7,2401
"Kyotera District",2022,8,2224
"Kyotera District",2022,9,2357
"Buvuma District",2022,1,731
"Buvuma District",2022,10,629
"Buvuma District",2022,11,641
"Buvuma District",2022,12,693
"Buvuma District",2022,14,778
"Buvuma District",2022,17,512
"Buvuma District",2022,18,586
"Buvuma District",2022,19,694
"Buvuma District",2022,2,394
"Buvuma District",2022,20,168
"Buvuma District",2022,22,813
"Buvuma District",2022,23,950
"Buvuma District",2022,24,972
"Buvuma District",2022,25,711
"Buvuma District",2022,26,689
"Buvuma District",2022,27,604
"Buvuma District",2022,28,643
"Buvuma District",2022,29,661
"Buvuma District",2022,3,343
"Buvuma District",2022,30,307
"Buvuma District",2022,31,436
"Buvuma District",2022,32,475
"Buvuma District",2022,33,332
"Buvuma District",2022,34,287
"Buvuma District",2022,35,347
"Buvuma District",2022,36,651
"Buvuma District",2022,37,309
"Buvuma District",2022,38,396
"Buvuma District",2022,39,469
"Buvuma District",2022,40,419
"Buvuma District",2022,42,391
"Buvuma District",2022,43,468
"Buvuma District",2022,44,292
"Buvuma District",2022,45,317
"Buvuma District",2022,47,510
"Buvuma District",2022,48,517
"Buvuma District",2022,49,394
"Buvuma District",2022,5,407
"Buvuma District",2022,50,551
"Buvuma District",2022,51,306
"Buvuma District",2022,7,545
"Buvuma District",2022,8,529
"Buvuma District",2022,9,563
"Kampala District",2022,23,5080
"Kampala District",2022,24,5239
"Kampala District",2022,25,4820
"Kampala District",2022,27,4575
"Kampala District",2022,29,4363
"Kampala District",2022,31,3938
"Kampala District",2022,35,3350
"Kampala District",2022,38,3302
"Kampala District",2022,52,2751
"Masindi District",2022,32,743
"Masindi District",2022,33,1300
"Masindi District",2022,34,1149
"Masindi District",2022,35,1151
"Masindi District",2022,36,1042
"Masindi District",2022,38,1068
"Masindi District",2022,42,1164
"Masindi District",2022,44,1221
"Masindi District",2022,46,623
"Masindi District",2022,47,695
"Masindi District",2022,49,741
"Amuru District",2022,1,1013
"Amuru District",2022,10,1692
"Amuru District",2022,12,1961
"Amuru District",2022,15,2874
"Amuru District",2022,16,3021
"Amuru District",2022,17,3340
"Amuru District",2022,18,3746
"Amuru District",2022,19,4915
"Amuru District",2022,2,625
"Amuru District",2022,20,3749
"Amuru District",2022,21,3735
"Amuru District",2022,23,3988
"Amuru District",2022,24,4586
"Amuru District",2022,25,4426
"Amuru District",2022,26,4007
"Amuru District",2022,27,3546
"Amuru District",2022,3,942
"Amuru District",2022,31,3007
"Amuru District",2022,33,2667
"Amuru District",2022,34,2366
"Amuru District",2022,35,2602
"Amuru District",2022,37,1590
"Amuru District",2022,38,1422
"Amuru District",2022,39,1725
"Amuru District",2022,4,940
"Amuru District",2022,41,1775
"Amuru District",2022,43,4497
"Amuru District",2022,45,2547
"Amuru District",2022,49,790
"Amuru District",2022,5,1003
"Amuru District",2022,50,1003
"Amuru District",2022,52,470
"Amuru District",2022,6,578
"Alebtong District",2022,1,871
"Alebtong District",2022,10,3043
"Alebtong District",2022,11,3153
"Alebtong District",2022,12,2963
"Alebtong District",2022,13,2103
"Alebtong District",2022,14,2190
"Alebtong District",2022,15,1653
"Alebtong District",2022,16,1795
"Alebtong District",2022,17,2231
"Alebtong District",2022,18,2490
"Alebtong District",2022,2,750
"Alebtong District",2022,20,3015
"Alebtong District",2022,21,2942
"Alebtong District",2022,22,3031
"Alebtong District",2022,23,4196
"Alebtong District",2022,24,4563
"Alebtong District",2022,25,2908
"Alebtong District",2022,26,2403
"Alebtong District",2022,27,2495
"Alebtong District",2022,28,2660
"Alebtong District",2022,29,5624
"Alebtong District",2022,3,697
"Alebtong District",2022,30,5949
"Alebtong District",2022,31,3163
"Alebtong District",2022,32,3413
"Alebtong District",2022,33,2485
"Alebtong District",2022,34,2632
"Alebtong District",2022,35,2619
"Alebtong District",2022,36,2392
"Alebtong District",2022,37,2274
"Alebtong District",2022,38,2873
"Alebtong District",2022,39,2741
"Alebtong District",2022,4,778
"Alebtong District",2022,40,2386
"Alebtong District",2022,41,2619
"Alebtong District",2022,42,2779
"Alebtong District",2022,43,4914
"Alebtong District",2022,44,3844
"Alebtong District",2022,45,3895
"Alebtong District",2022,46,2084
"Alebtong District",2022,47,2076
"Alebtong District",2022,48,2514
"Alebtong District",2022,49,2305
"Alebtong District",2022,5,628
"Alebtong District",2022,50,1417
"Alebtong District",2022,51,1439
"Alebtong District",2022,52,939
"Alebtong District",2022,6,683
"Alebtong District",2022,7,938
"Alebtong District",2022,8,2619
"Alebtong District",2022,9,3016
"Kisoro District",2022,1,236
"Kisoro District",2022,11,102
"Kisoro District",2022,17,189
"Kisoro District",2022,18,161
"Kisoro District",2022,19,220
"Kisoro District",2022,24,428
"Kisoro District",2022,25,397
"Kisoro District",2022,26,468
"Kisoro District",2022,28,350
"Kisoro District",2022,29,290
"Kisoro District",2022,30,204
"Kisoro District",2022,31,232
"Kisoro District",2022,32,136
"Kisoro District",2022,33,175
"Kisoro District",2022,34,158
"Kisoro District",2022,35,124
"Kisoro District",2022,38,179
"Kisoro District",2022,4,199
"Kisoro District",2022,41,179
"Kisoro District",2022,42,182
"Kisoro District",2022,43,244
"Kisoro District",2022,44,187
"Kisoro District",2022,45,306
"Kisoro District",2022,46,62
"Kisoro District",2022,48,245
"Kisoro District",2022,50,254
"Kisoro District",2022,51,228
"Kisoro District",2022,52,177
"Kisoro District",2022,6,172
"Kisoro District",2022,8,195
"Kampala District",2022,16,3073
"Kampala District",2022,18,3337
"Kampala District",2022,19,3073
"Kampala District",2022,2,2111
"Kampala District",2022,20,2907
"Kampala District",2022,21,3522
"Kampala District",2022,22,4059
"Kampala District",2022,6,1596
"Kampala District",2022,8,2865
"Kampala District",2022,9,3487
"Arua City",2022,1,492
"Arua City",2022,10,355
"Arua City",2022,11,596
"Arua City",2022,12,773
"Arua City",2022,13,518
"Arua City",2022,14,247
"Arua City",2022,15,285
"Arua City",2022,16,630
"Arua City",2022,17,455
"Arua City",2022,18,469
"Arua City",2022,2,416
"Arua City",2022,20,113
"Arua City",2022,25,223
"Arua City",2022,26,443
"Arua City",2022,27,376
"Arua City",2022,29,171
"Arua City",2022,3,426
"Arua City",2022,32,381
"Arua City",2022,33,568
"Arua City",2022,34,525
"Arua City",2022,35,1435
"Arua City",2022,36,1460
"Arua City",2022,37,1024
"Arua City",2022,38,1531
"Arua City",2022,39,2432
"Arua City",2022,4,451
"Arua City",2022,40,836
"Arua City",2022,41,852
"Arua City",2022,42,801
"Arua City",2022,43,1071
"Arua City",2022,44,802
"Arua City",2022,45,1221
"Arua City",2022,5,449
"Arua City",2022,8,581
"Arua City",2022,9,304
"Kyotera District",2022,51,2515
"Pader District",2022,10,2204
"Pader District",2022,16,2500
"Pader District",2022,17,3267
"Pader District",2022,18,4754
"Pader District",2022,2,1441
"Pader District",2022,21,3910
"Pader District",2022,22,4271
"Pader District",2022,23,5288
"Pader District",2022,24,6682
"Pader District",2022,25,5910
"Pader District",2022,26,3912
"Pader District",2022,28,4428
"Pader District",2022,29,6777
"Pader District",2022,30,8060
"Pader District",2022,31,4684
"Pader District",2022,32,5939
"Pader District",2022,34,4487
"Pader District",2022,35,3759
"Pader District",2022,36,3166
"Pader District",2022,37,3651
"Pader District",2022,38,5998
"Pader District",2022,39,6071
"Pader District",2022,4,1578
"Pader District",2022,40,6976
"Pader District",2022,41,6441
"Pader District",2022,42,7315
"Pader District",2022,43,6515
"Pader District",2022,44,5028
"Pader District",2022,45,4216
"Pader District",2022,46,1832
"Pader District",2022,47,3211
"Pader District",2022,48,3942
"Pader District",2022,49,3515
"Pader District",2022,5,1741
"Pader District",2022,6,1323
"Pader District",2022,7,1127
"Pader District",2022,8,2564
"Kwania District",2022,1,1034
"Kwania District",2022,10,1587
"Kwania District",2022,11,1188
"Kwania District",2022,12,1538
"Kwania District",2022,13,1091
"Kwania District",2022,14,765
"Kwania District",2022,15,813
"Kwania District",2022,16,707
"Kwania District",2022,17,1446
"Kwania District",2022,18,1617
"Kwania District",2022,19,2223
"Kwania District",2022,2,924
"Kwania District",2022,20,1814
"Kwania District",2022,27,1674
"Kwania District",2022,28,2275
"Kwania District",2022,29,3352
"Kwania District",2022,3,938
"Kwania District",2022,30,2730
"Kwania District",2022,31,1717
"Kwania District",2022,33,1251
"Kwania District",2022,34,1253
"Kwania District",2022,35,1230
"Kwania District",2022,36,1148
"Kwania District",2022,37,961
"Kwania District",2022,38,1158
"Kwania District",2022,39,1153
"Kwania District",2022,40,1083
"Kwania District",2022,41,1187
"Kwania District",2022,42,2492
"Kwania District",2022,44,3227
"Kwania District",2022,45,2509
"Kwania District",2022,46,1806
"Kwania District",2022,47,1610
"Kwania District",2022,48,1382
"Kwania District",2022,49,1124
"Kwania District",2022,5,740
"Kwania District",2022,51,793
"Kwania District",2022,52,699
"Kwania District",2022,6,671
"Kwania District",2022,7,602
"Kwania District",2022,8,1780
"Kwania District",2022,9,1840
"Isingiro District",2022,1,6791
"Isingiro District",2022,10,4199
"Isingiro District",2022,11,4015
"Isingiro District",2022,12,3307
"Isingiro District",2022,13,1170
"Isingiro District",2022,14,2057
"Isingiro District",2022,15,3401
"Isingiro District",2022,16,4427
"Isingiro District",2022,17,4424
"Isingiro District",2022,18,4981
"Isingiro District",2022,19,3268
"Isingiro District",2022,2,5977
"Isingiro District",2022,20,3128
"Isingiro District",2022,21,3794
"Isingiro District",2022,23,5218
"Isingiro District",2022,24,4621
"Isingiro District",2022,26,6101
"Isingiro District",2022,27,5155
"Isingiro District",2022,28,4182
"Isingiro District",2022,29,3682
"Isingiro District",2022,3,5276
"Isingiro District",2022,30,3583
"Isingiro District",2022,31,2269
"Isingiro District",2022,32,1624
"Isingiro District",2022,33,1666
"Isingiro District",2022,34,1512
"Isingiro District",2022,35,1038
"Isingiro District",2022,36,1034
"Isingiro District",2022,37,887
"Isingiro District",2022,38,1045
"Isingiro District",2022,39,1478
"Isingiro District",2022,4,5635
"Isingiro District",2022,40,1709
"Isingiro District",2022,42,1576
"Isingiro District",2022,43,1771
"Isingiro District",2022,44,2058
"Isingiro District",2022,45,2127
"Isingiro District",2022,47,2312
"Isingiro District",2022,48,2764
"Isingiro District",2022,49,2360
"Isingiro District",2022,5,6115
"Isingiro District",2022,51,3009
"Isingiro District",2022,52,2720
"Isingiro District",2022,6,5991
"Isingiro District",2022,7,4736
"Isingiro District",2022,8,4267
"Isingiro District",2022,9,3502
"Isingiro District",2022,25,4875
"Agago District",2022,12,2029
"Agago District",2022,18,4367
"Agago District",2022,20,5944
"Agago District",2022,21,5933
"Agago District",2022,22,4966
"Agago District",2022,23,5716
"Agago District",2022,25,3806
"Agago District",2022,26,4980
"Agago District",2022,27,4677
"Agago District",2022,28,6885
"Agago District",2022,29,6365
"Agago District",2022,30,7331
"Agago District",2022,31,5673
"Agago District",2022,33,6021
"Agago District",2022,34,6010
"Agago District",2022,36,5611
"Agago District",2022,37,4949
"Agago District",2022,38,5853
"Agago District",2022,40,7208
"Agago District",2022,41,6901
"Agago District",2022,42,8768
"Agago District",2022,43,9631
"Agago District",2022,44,6208
"Agago District",2022,46,3616
"Agago District",2022,47,3059
"Agago District",2022,48,2781
"Agago District",2022,49,2281
"Agago District",2022,50,3219
"Agago District",2022,51,2076
"Agago District",2022,52,2541
"Agago District",2022,7,2381
"Agago District",2022,8,3497
"Masindi District",2022,1,566
"Masindi District",2022,10,548
"Masindi District",2022,11,389
"Masindi District",2022,12,442
"Masindi District",2022,13,278
"Masindi District",2022,14,277
"Masindi District",2022,15,455
"Masindi District",2022,16,755
"Masindi District",2022,17,1014
"Masindi District",2022,18,1389
"Masindi District",2022,19,1374
"Masindi District",2022,2,246
"Masindi District",2022,20,733
"Masindi District",2022,21,1333
"Masindi District",2022,22,1513
"Masindi District",2022,23,1292
"Masindi District",2022,24,2021
"Masindi District",2022,25,1424
"Masindi District",2022,26,1689
"Masindi District",2022,27,1377
"Masindi District",2022,28,2154
"Masindi District",2022,29,2092
"Masindi District",2022,3,369
"Masindi District",2022,30,1843
"Masindi District",2022,31,1306
"Masindi District",2022,37,1082
"Masindi District",2022,39,1110
"Masindi District",2022,4,541
"Masindi District",2022,40,1064
"Masindi District",2022,41,1295
"Masindi District",2022,43,1193
"Masindi District",2022,45,1267
"Masindi District",2022,48,1123
"Masindi District",2022,5,607
"Masindi District",2022,50,553
"Masindi District",2022,51,435
"Masindi District",2022,52,432
"Masindi District",2022,6,757
"Masindi District",2022,7,657
"Masindi District",2022,8,662
"Masindi District",2022,9,622
"Kiruhura District",2022,1,1080
"Kiruhura District",2022,10,617
"Kiruhura District",2022,12,540
"Kiruhura District",2022,16,685
"Kiruhura District",2022,17,798
"Kiruhura District",2022,18,722
"Kiruhura District",2022,20,538
"Kiruhura District",2022,21,462
"Kiruhura District",2022,22,1012
"Kiruhura District",2022,23,1325
"Kiruhura District",2022,24,1205
"Kiruhura District",2022,25,1615
"Kiruhura District",2022,27,1152
"Kiruhura District",2022,28,1303
"Kiruhura District",2022,29,848
"Kiruhura District",2022,3,1121
"Kiruhura District",2022,30,574
"Kiruhura District",2022,31,431
"Kiruhura District",2022,32,458
"Kiruhura District",2022,33,277
"Kiruhura District",2022,34,290
"Kiruhura District",2022,35,237
"Kiruhura District",2022,37,432
"Kiruhura District",2022,38,630
"Kiruhura District",2022,39,775
"Kiruhura District",2022,4,1322
"Kiruhura District",2022,40,781
"Kiruhura District",2022,41,834
"Kiruhura District",2022,42,792
"Kiruhura District",2022,43,1094
"Kiruhura District",2022,44,1120
"Kiruhura District",2022,45,1058
"Kiruhura District",2022,46,711
"Kiruhura District",2022,47,829
"Kiruhura District",2022,48,926
"Kiruhura District",2022,49,851
"Kiruhura District",2022,5,1092
"Kiruhura District",2022,50,1012
"Kiruhura District",2022,51,1206
"Kiruhura District",2022,52,810
"Kiruhura District",2022,6,1123
"Kiruhura District",2022,7,916
"Kiruhura District",2022,8,935
"Kiruhura District",2022,9,759
"Luwero District",2022,42,1798
"Luwero District",2022,44,2772
"Luwero District",2022,48,2199
"Terego District",2022,1,2862
"Terego District",2022,10,2544
"Terego District",2022,11,3341
"Terego District",2022,12,2923
"Terego District",2022,16,2044
"Terego District",2022,17,2220
"Terego District",2022,18,4301
"Terego District",2022,19,5248
"Terego District",2022,21,6217
"Terego District",2022,23,4819
"Terego District",2022,24,5034
"Terego District",2022,25,4520
"Terego District",2022,26,3349
"Terego District",2022,27,3258
"Terego District",2022,28,3466
"Terego District",2022,29,4046
"Terego District",2022,3,2260
"Terego District",2022,30,5151
"Terego District",2022,31,4488
"Terego District",2022,32,3270
"Terego District",2022,33,4464
"Terego District",2022,34,3813
"Terego District",2022,35,3963
"Terego District",2022,36,4477
"Terego District",2022,37,4298
"Terego District",2022,40,5080
"Terego District",2022,41,3934
"Terego District",2022,42,6603
"Terego District",2022,43,7951
"Terego District",2022,44,5239
"Terego District",2022,45,5785
"Terego District",2022,46,2574
"Terego District",2022,47,4761
"Terego District",2022,48,4863
"Terego District",2022,49,4026
"Terego District",2022,5,2138
"Terego District",2022,50,3227
"Terego District",2022,52,2659
"Terego District",2022,6,2259
"Terego District",2022,7,2677
"Terego District",2022,8,4555
"Terego District",2022,9,2200
"Koboko District",2022,10,936
"Koboko District",2022,12,1238
"Koboko District",2022,13,982
"Koboko District",2022,15,1209
"Koboko District",2022,16,1081
"Koboko District",2022,17,1973
"Koboko District",2022,18,1993
"Koboko District",2022,19,1925
"Koboko District",2022,2,864
"Koboko District",2022,21,1152
"Koboko District",2022,23,2587
"Koboko District",2022,25,2335
"Koboko District",2022,27,1762
"Koboko District",2022,28,1981
"Koboko District",2022,29,1811
